"id,name,type_of_tourism,address,open,close,ticket_price,contact_person,description,geom,geom_area"
"TR001,Green Talao Park,Ekowisata dan Edukasi,Nagari Ulakan,08:30:00,18:30:00,5000,081234567889,Aaaa,MULTIPOLYGON (((100.195275692087 -0.710757937004455,100.195174575946 -0.710811151930517,100.195153288338 -0.710757937004455,100.19523311687 -0.710710043570475,100.195275692087 -0.710757937004455))),MULTIPOLYGON (((100.197372791009 -0.710142577624142,100.197189822552 -0.710264547224794,100.196970260403 -0.710447501619736,100.196860479329 -0.710545077294076,100.196738500358 -0.710654849925246,100.196640917181 -0.710776819512375,100.196506740312 -0.710910986054496,100.196335969753 -0.711069546508341,100.196165199193 -0.711203713041956,100.196043220221 -0.71133787957167,100.195933439147 -0.711423258270367,100.195738272793 -0.711398864356615,100.195652887513 -0.71144765218399,100.195567502233 -0.711594015663021,100.195689481205 -0.711825757828655,100.195530908542 -0.71200871216172,100.194969805274 -0.712277045170414,100.194384306212 -0.711533030880656,100.193835400841 -0.711203713041956,100.193591442898 -0.710764622553807,100.193176714396 -0.710349925943335,100.192835173276 -0.709935229295648,100.192542423745 -0.70974007791916,100.192176486831 -0.709398562990494,100.19205450786 -0.709166820703116,100.192969350145 -0.708727730021531,100.193079131219 -0.708435002877348,100.193310891264 -0.708556972523006,100.193274297573 -0.708727730021531,100.193347484956 -0.70888629055024,100.193445068133 -0.708971669294219,100.193518255515 -0.708800911804687,100.193664630281 -0.708703336093556,100.193774411355 -0.708556972523006,100.193786609252 -0.70833742715851,100.194079358783 -0.708483790735996,100.194323316726 -0.708447199842058,100.194530680977 -0.708288639298321,100.194579472566 -0.708105684818037,100.194652659949 -0.707959321228612,100.194982003171 -0.708044699989671,100.195335742188 -0.708215457507074,100.195909043353 -0.708569169487395,100.19626278237 -0.709166820703116,100.196445750827 -0.709179017665899,100.197372791009 -0.710142577624142)))"
